ลำดับที่,MEMBER TYPE,CODE,NAME,CARD ID,ADDRESS,SUB DISTRICT,DISTRICT,PROVINCE,CONTACT,ROUTE,MOBILE,LINE,LOCATION,REMARK,BRANCH CODE,STATUS,Ref
200,ขายปลีก 20/4.5,VP06049,โตราดหน้า,,,,,,คุณก้อย,VP06,087-2122987,,"13.823607,100.063062",,,Active,OLD
201,ขายปลีก 20/4.5,VP06050,พี่วรรณ ตามสั่ง,,A62-63,,,,คุณศรีวัล,VP06,064-2476065,,"13.823691,100.063081",,,Active,OLD
202,ขายปลีก 20/4.5,VP06051,ข้าวมันไก่องค์พระ วีรกิตต์,,C62-05,,,,คุณวีรกิต,VP06,089-4465255,,"13.823664,100.062963",,,Active,OLD
203,ขายปลีก 20/4.5,VP06052,บิ้วตี้ช็อป,,A63-28,,,,คุณฐิติมน,VP06,034-257000,,"13.823664,100.062963",,,Active,OLD
204,ขายปลีก 20/4.5,VP06053,อินเตอร์หม้อไฟ,,A62-79,,,,คุณหน่อย,VP06,096-0988678,,"13.823702,100.0633",,,Active,OLD
205,ขายปลีก 20/4.5,VP06054,น้ำชงพี่อ้อย,,S63-93,,,,คุณสุวรรณี,VP06,080-7890654,,"13.805268,100.055906",,,Active,OLD
206,ขายปลีก 20/4.5,VP06055,เย็นตาโฟทะเลเดือด,,"A63-59,S61-28",,,,คุณฉัตรมงคล,VP06,080-5629893,,"13.794166,100.048525",,,Active,OLD
207,ขายปลีก 20/4.5,VP07026,ลาบเจ้แต๋ว,xxxxxxxxxxxxx,,,,,,VP07,086-1746443,,"13.8115,100.0455",,xxxxx,Active,OLD
208,ขายปลีก 20/4.5,VP07027,ลาบเมืองพล,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.8237222,100.0511492",,xxxxx,Active,OLD
209,ขายปลีก 20/4.5,VP07028,ร้านน้ำพี่หมี,xxxxxxxxxxxxx,,,,,คุณยวน,VP07,085-9888997,,"13.7798,100.0536",,xxxxx,Inactive,OLD
210,ขายปลีก 20/4.5,VP07032,ป้าสมบูรณ์,xxxxxxxxxxxxx,,,,,คุณแก่,VP07,081-746535,,"13.85705513,100.08734952",,xxxxx,Active,OLD
211,ขายปลีก 20/4.5,VP07037,ซีเจ,xxxxxxxxxxxxx,,,,,คุณเรณู,VP07,085-7009019,,"13.7961,100.071",,xxxxx,Active,OLD
212,ขายปลีก 20/4.5,VP07038,ป้าแมว,xxxxxxxxxxxxx,,,,,คุณมิ้งมด,VP07,089-9123994,,"13.7961,100.0712",,xxxxx,Active,OLD
213,ขายปลีก 20/4.5,VP07039,สุกีวาริน,xxxxxxxxxxxxx,,,,,คุณรุ่งทิพย์,VP07,xxxxxxxxxxxx,,"13.798,100.0705",,xxxxx,Active,OLD
214,ขายปลีก 20/4.5,VP07042,บาร์สระบัว,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
215,ขายปลีก 20/4.5,VP07043,แซ่บบุรี,xxxxxxxxxxxxx,"M62-73,S62-173",,,,,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
216,ขายปลีก 20/4.5,VP07044,แพ็ค-บ้านแพ้ว,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
217,ขายปลีก 20/4.5,VP07045,แพ็ค-หลังเวล,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
218,ขายปลีก 20/4.5,VP07046,แพ็ค-อรพรรณ,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
219,ขายปลีก 20/4.5,VP07047,ตำนัวณัฐชา,xxxxxxxxxxxxx,,,,,คุณณัฐชา,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
220,ขายปลีก 20/4.5,VP07048,Bun [Lotus],xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
221,ขายปลีก 20/4.5,VP07050,ไก่ย่างห้าดาว พี่เมตตา,xxxxxxxxxxxxx,A63-05,,,,คุณเมตตา,VP07,081-450710,,"13.81,100.0477",,xxxxx,Inactive,OLD
222,ขายปลีก 20/4.5,VP07051,ชานม โลตัส,xxxxxxxxxxxxx,A63-49,,,,,VP07,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
223,ขายปลีก 20/4.5,VP07052,เบียร์โซไซตี้,xxxxxxxxxxxxx,A63-58,,,,คุณพิชญ์พงศ์,VP07,095-2539636,,"13.812,100.0446",,xxxxx,Inactive,OLD
224,ขายปลีก 20/4.5,VP08001,ข้าวแกงจับกัง,,A61-01,,,,,VP08,062-1535914,,"13.8139003,100.0455238",,,Active,OLD
225,ขายปลีก 20/4.5,VP08002,โฟโคตรเครื่อง คุณเป้า,,S62-219,,,,,VP08,089-1744155,,"13.89347,99.982057",,,Active,OLD
226,ขายปลีก 20/4.5,VP08003,PT กม.13,,,,,,,VP08,087-7947793,,"13.910473,99.984292",,,Active,OLD
227,ขายปลีก 20/4.5,VP08004,สหกรณ์โคนม นฐ,,,,,,,VP08,088-9787150,,"13.921358,100.005485",,,Active,OLD
228,ขายปลีก 20/4.5,VP08005,เป็ดพะโล้ กม.17,,"S61-36,M62-38",,,,,VP08,081-5822525,,"13.930148,100.00476",,,Active,OLD
229,ขายปลีก 20/4.5,VP08007,PT สาขา 00491,,,,,,,VP08,089-8150770,,"14.0063793,99.985528",,,Active,OLD
230,ขายปลีก 20/4.5,VP08009,SC2336 อเมซอน ม.เกษตร กพส.,xxxxxxxxxxxxx,S62-211,,,,,VP08,082-9972234,,"14.023116,99.973674",,xxxxx,Active,OLD
231,ขายปลีก 20/4.5,VP08010,ถังชา ม.เกษตร นพคุณ,,M62-70,,,,คุณนพคุณ,VP08,083-0799979,,"14.012664,99.595161",,,Active,OLD
232,ขายปลีก 20/4.5,VP08011,PT สาขา 00454,,,,,,,VP08,081-8073001,,,,,Active,OLD
233,ขายปลีก 20/4.5,VP08014,PT สาขา 01561,,,,,,,VP08,081-8073001,,,,,Active,OLD
234,ขายปลีก 20/4.5,VP08015,PT สาขา 00196,,,,,,,VP08,085-4883137,,,,,Active,OLD
235,ขายปลีก 20/4.5,VP08016,กาแฟดอนตูม,,,,,,,VP08,094-9651426,,"13.933912,100.118069",,,Active,OLD
236,ขายปลีก 20/4.5,VP08017,ป.ปลาผัดไท,,"A61-46,S61-49",,,,,VP08,061-8835656,,"13.575991,100.048167",,,Active,OLD
237,ขายปลีก 20/4.5,VP08018,ก๋วยเตี๋ยว พรจรินทร์,,"S61-26,S62-254",,,,คุณพรจรินทร์,VP08,094-7785045,,"13.575964,100.04837",,,Active,OLD
238,ขายปลีก 20/4.5,VP08019,BOBA TEA,,,,,,,VP08,092-8859952,,"13.575709,100.048036",,,Inactive,OLD
239,ขายปลีก 20/4.5,VP08020,ฟิตเนส,,,,,,,VP08,099-2614256,,"13.9596748,100.0805146",,,Active,OLD
240,ขายปลีก 20/4.5,VP08022,ข้าวมันไก่ กายแก้ว,,"S61-45,S62-91",,,,คุณกายแก้ว,VP08,088-4936405,,"13.574277,100.046105",,,Active,OLD
241,ขายปลีก 20/4.5,VP08023,เจ๊ทิพย์อาหารตามสั่ง VP8,***,A61-21S62-95,,,,คุณทิพย์,VP08,090-0955690,,"13.574243,100.046128",,**,Inactive,OLD
242,ขายปลีก 20/4.5,VP08024,ก๋วยเตี๋ยวเรืออยุธยา ช่างอาร์ต,***,,,,,คุณอาร์ต,VP08,085-1576933,,"13.574204,100.046079",,**,Inactive,OLD
243,ขายปลีก 20/4.5,VP08025,OTOP,,A63-15,,,,,VP08,083-9359226,,"13.574527,100.045595",,,Active,OLD
244,ขายปลีก 20/4.5,VP08027,โกเด้ง ปรียาเนตร,,"S62-172,174",,,,คุณปรียาเนตร,VP08,094-9415162,,"13.574616,100.045973",,,Active,OLD
245,ขายปลีก 20/4.5,VP08028,ศรีวิบูลย์ คาเฟ่,,C62-03,,,,คุณหอม,VP08,098-2728537,,"13.8666,100.0699",,,Active,OLD
246,ขายปลีก 20/4.5,VP08029,โรงหมู,***,,,,,,VP08,086-9452894,,"13.9108,99.9851",,**,Inactive,OLD
247,ขายปลีก 20/4.5,VP08030,ไร่อติภา,,,,,,,VP08,095-5635940,,"13.9542,100.0537",,,Active,OLD
248,ขายปลีก 20/4.5,VP08031,ปั๊มซัสโก้,***,,,,,คุณมะตูม,VP08,099-4154224,,"13.8146,100.0376",,**,Inactive,OLD
249,ขายปลีก 20/4.5,VP08032,ของชำ 7แยก สมถวิล,,A63-30,,,,คุณสมถวิล,VP08,089-6154324,,"13.802383,100.064983",,,Inactive,OLD
250,ขายปลีก 20/4.5,VP08035,เตี๋ยวบ้านร่มฟ้า,,,,,,,VP08,,,"13.79396454,100.04856743",,,Active,OLD
251,ขายปลีก 20/4.5,VP08036,หมี่เกี๊ยว พี่กัน,,,,,,คุณกัน,VP08,,,"13.8697762,100.0889399",,,Active,OLD
252,ขายปลีก 20/4.5,VP08037,น้ำส้มพิกุล,,,,,,คุณพิกุล,VP08,063-1762799,,"13.7921521,100.0499708",,,Active,OLD
253,ขายปลีก 20/4.5,VP01085,ไก่ย่าง,xxxxxxxxxxxxx,xxxx,,,,,VP01,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
254,ขายปลีก 20/4.5,VP06056,ร้านกาแฟพี่หญิง,xxxxxxxxxxxxx,,,,,กมลชนก,VP06,-,,,,xxxx,Active,OLD
255,ขายปลีก 20/4.5,VP06057,ก๋วยเตี๋ยวซ.5,xxxxxxxxxxxxx,,,,,,VP06,-,,,,xxxx,Active,OLD
256,ขายปลีก 20/4.5,VP06058,อุ๊ ผักสด,xxxxxxxxxxxxx,,,,,,VP06,-,,,,xxxx,Active,OLD
257,ขายปลีก 20/4.5,VP06059,เจ๊นุช ของชำ,xxxxxxxxxxxxx,,,,,,VP06,-,,,,xxxx,Active,OLD
258,ขายปลีก 20/4.5,VP08038,อาหารตามสั่งร่มฟ้า,xxxxxxxxxxxxx,,,,,,VP08,-,,"13.7940044,100.0486432",,xxxx,Active,OLD
259,ขายปลีก 20/4.5,VP08045,PT สาขา 01864,***,,,,,,VP08,*****,,,,**,Inactive,OLD
260,ขายปลีก 20/4.5,VP09063,ขายนอก,***,,,,,,VP09,*****,,,,**,Inactive,OLD
261,ขายปลีก 20/4.5,VP12037,แพ็ค-บ้านแพ้ว,,,,,,,VP12,,,,,,Active,OLD
262,ขายปลีก 20/4.5,VP12038,แพ็ค-หลังเวล,,,,,,,VP12,,,"13.8134474,100.0505323",,,Active,OLD
263,ขายปลีก 20/4.5,VP11046,Lotus หนองโพ,xxxxxxxxxxxxx,,,,,,VP11,xxxxxxxxxxx,,,,xxxx,Active,OLD
264,ขายปลีก 20/4.5,VP11047,Lotus หัวโพ,xxxxxxxxxxxxx,,,,,,VP11,xxxxxxxxxxx,,"13.6543987,99.9457124",,xxxx,Active,OLD
265,ขายปลีก 20/4.5,VP13027,ลาบร้อยเอ็ด7,,,,,,,VP13,,,,,,Inactive,OLD
266,ขายปลีก 20/4.5,VP08053,ซีเจ ตรีสุข,,,,,,,VP08,*****,,"13.9840487,99.9951697",,**,Active,OLD
267,ขายปลีก 20/4.5,VP08054,PT สาขา 01834,,,,,,,VP08,,,"13.9324373,100.0051662",,,Active,OLD
268,ขายปลีก 20/5,VP01001,กาแฟ แอน,,A62-12,,,,คุณมยุรา,VP01,096-7280479,,"13.8072154,100.1608997",,,Active,OLD
269,ขายปลีก 20/5,VP01002,ของชำ ป้าจำเนียร,,A62-112,,,,คุณจำเนียร,VP01,ไม่มีโทรศัพท์,,"13.8043957,100.1745782",,,Active,OLD
270,ขายปลีก 20/5,VP01003,ของชำ เฉลา,,ถังเอง,,,,คุณเฉลา,VP01,081-9445872,,"13.8048797,100.1720913",,,Active,OLD
271,ขายปลีก 20/5,VP01004,ครัวคุณเย็น,,S62-212,,,,คุณธัญชนา,VP01,080-8351193,,"13.805217,100.171774",,,Active,OLD
272,ขายปลีก 20/5,VP01005,อาหารป่า เจี๊ยบ,,A62-04 S62-164,,,,คุณอัครโยธิน,VP01,095-7032223,,"13.8049169,100.1742711",,,Active,OLD
273,ขายปลีก 20/5,VP01006,ของชำ เจ๊ดวงใจ,,A62-30,,,,คุณดวงใจ,VP01,081-7430241,,"13.812486,100.160364",,,Active,OLD
274,ขายปลีก 20/5,VP01007,อาหารเจ พี่ลูกจันทร์,,A62-57,,,,คุณบังอร,VP01,081-6297318,,"13.8096423,100.250519",,,Active,OLD
275,ขายปลีก 20/5,VP01008,อาหารตามสั่งกาญ พี่ดำ,***,ถังเอง,,,,คุณดำ,VP01,098-8676105,,"13.811322,100.163341",,**,Inactive,OLD
276,ขายปลีก 20/5,VP01009,ชาไข่มุก The Again,,A62-46,,,,คุณดุสิต,VP01,089-0573032,,"13.8116771,100.16304",,,Active,OLD
277,ขายปลีก 20/5,VP01010,ของชำ ป้านิด VP1,***,ถังเอง,,,,คุณสุดใจ,VP01,062-8343236,,"13.816648,100.173109",,**,Inactive,OLD
278,ขายปลีก 20/5,VP01011,ก๋วยเตี๋ยว สุภาพร,,S62-107,,,,คุณสุภาพร,VP01,086-7446350,,"13.7829599,100.2215919",,,Active,OLD
279,ขายปลีก 20/5,VP01012,ก๋วยเตี๋ยว ป้าเด้,,A62-01,,,,คุณรัฐนัน,VP01,064-9963235,,"13.786336,100.201805",,,Active,OLD
280,ขายปลีก 20/5,VP01013,ขายน้ำ บุญศิริ,,A62-07S63-59,,,,คุณบุญสิริ,VP01,092-0655015,,"13.7976854,100.19957005",,,Active,OLD
281,ขายปลีก 20/5,VP01014,อาหารตามสั่ง พี่นิด VP1,,S62-206,,,,คุณมยุรี,VP01,085-1720211,,"13.7967958,100.1995925",,,Active,OLD
282,ขายปลีก 20/5,VP01015,ส้มตำขอนแก่น พี่สำ,,A62-25,,,,คุณปิยะ,VP01,088-0625778,,"13.7982943,100.1990752",,,Active,OLD
283,ขายปลีก 20/5,VP01016,กาแฟ Jardin de chaisri,,M62-41,,,,คุณณัชชา,VP01,092-2546359,,"13.8051628,100.1747576",,,Active,OLD
284,ขายปลีก 20/5,VP01017,อาหารตามสั่ง ป้าอู๊ด VP1,,A61-02,,,,คุณปราณี,VP01,088-2396101,,"13.809542,100.209592",,,Active,OLD
285,ขายปลีก 20/5,VP01018,อาหารตามสั่ง พี่บี,,S62-258,,,,คุณจักกฤษ,VP01,092-658987,,"13.8092916,100.2103125",,,Active,OLD
286,ขายปลีก 20/5,VP01019,ไก่ทอด คมสันต์,,A62-38,,,,คุณคมสันต์,VP01,098-3613687,,"13.808357,100.216660",,,Active,OLD
287,ขายปลีก 20/5,VP01020,กาแฟ ลุงระยอง,,A62-15,,,,คุณระยอง,VP01,083-6974399,,"13.808516,100.216711",,,Active,OLD
288,ขายปลีก 20/5,VP01021,อาหารตามสั่ง น้องเพลง,,"A62-62 , A62-53 (1L)",,,,คุณเสี่ยมเกียว,VP01,095-7594563,,"13.810366,100.242636",,,Active,OLD
289,ขายปลีก 20/5,VP01022,น้ำแข็งใส ป้าจุก,,A62-02,,,,คุณสมควร,VP01,063-9236923,,"13.809890,100.247900",,,Active,OLD
290,ขายปลีก 20/5,VP01023,ส้มตำ เจ๊ทุเรียน,,ถังเอง,,,,คุณทุเรียน,VP01,081-5568446,,"13.826436,100.230542",,,Inactive,OLD
291,ขายปลีก 20/5,VP01024,กาแฟบ้านพรแก้ว พี่จิ,,A61-14,,,,คุณจิรภาส,VP01,085-9888712,,"13.826384,100.230579",,,Active,OLD
292,ขายปลีก 20/5,VP01025,ฝันของพ่อ พี่เหมียว,,A62-10,,,,คุณศิริรัตนา,VP01,099-0245963,,"13.825988,100.243068",,,Active,OLD
293,ขายปลีก 20/5,VP01026,กาแฟโบราณ พี่จุ๋ม,,S62-146,,,,คุณธราธิป,VP01,084-7125888,,"13.821187,100.244905",,,Active,OLD
294,ขายปลีก 20/5,VP01027,น้ำรถ พี่ชบา,,S62-157,,,,คุณสิริรัตน์,VP01,094-3128992,,"13.82093191,100.24494905",,,Active,OLD
295,ขายปลีก 20/5,VP01028,อาหารตามสั่ง ป้าปุ๊,,A62-06,,,,คุณกาญจนา,VP01,094-4965344,,"13.820640,100.244973",,,Active,OLD
296,ขายปลีก 20/5,VP01029,ขายกล้วยปิ้ง ป้าติ๋ม,,S62-152,,,,คุณบุญสม,VP01,095-0906046,,"13.820696,100.245081",,,Active,OLD
297,ขายปลีก 20/5,VP01030,อาหารตามสั่ง พี่ต่าย,,"A62-95 ,S61-31",,,,คุณเกศราภรณ์,VP01,086-5546814,,"13.820273,100.244820",,,Active,OLD
298,ขายปลีก 20/5,VP01031,ร้านลุงเล็ก VP1,,A62-97,,,,คุณสุปรีชา,VP01,091-8832700,,"13.820351,100.244660",,,Active,OLD
299,ขายปลีก 20/5,VP01032,ข้าวแกงพี่แอ๋ว,,S63-31,,,,คุณบัน,VP01,080-5796857,,"13.820093,100.244921",,,Active,OLD
300,ขายปลีก 20/5,VP01033,ข้าวแกง ป้าเกตุ,,S62-203,,,,คุณอภิญญา,VP01,087-5039619,,"13.820432,100.245038",,,Active,OLD
301,ขายปลีก 20/5,VP01034,ขายปลาทู พี่จอย,,S62-112,,,,คุณทองล้วน,VP01,090-2478584,,"13.8187883,100.2411345",,,Active,OLD
302,ขายปลีก 20/5,VP01035,อาหารตามสั่ง ป้าภัค,,S62-124,,,,คุณสิริภัค,VP01,084-4220896,,"13.818625,100.238849",,,Active,OLD
303,ขายปลีก 20/5,VP01036,ส้มตำ พี่บัน,xxxxxxxxxxxxx,ถังเอง,,,,คุณรชยา,VP01,082-9883340,,"13.817884,100.235400",,xxxx,Inactive,OLD
304,ขายปลีก 20/5,VP01037,น้ำน้องต้า,,A62-16,,,,คุณขวัญชนก,VP01,063-0092549,,"13.816876,100.234840",,,Active,OLD
305,ขายปลีก 20/5,VP01038,ก๋วยเตี๋ยว ป้านิด VP1,,A62-20,,,,คุณธนวรรน,VP01,087-9984874,,"13.8173221,100.2349314",,,Active,OLD
306,ขายปลีก 20/5,VP01039,ส้มตำ พี่พร รุ่งกาญต์ VP1,,A62-19 S62-159,,,,คุณรุ่งกาญต์,VP01,090-9851915,,"13.8162972,100.2348524",,,Active,OLD
307,ขายปลีก 20/5,VP01040,ส้มตำ พี่นัด,,S62-235,,,,คุณมานิส,VP01,062-7425858,,"13.814035,100.235174",,,Active,OLD
308,ขายปลีก 20/5,VP01041,โจ๊กพี่สุ,,ถังเอง,,,,คุณสุ,VP01,080-1911966,,"13.825903,100.258593",,,Inactive,OLD
309,ขายปลีก 20/5,VP01042,ส้มตำ ป้าสำรวย,,A62-47,,,,คุณสำรวย,VP01,063-8397136,,"13.825792,100.258639",,,Active,OLD
310,ขายปลีก 20/5,VP01043,อาหารตามสั่ง ลุงสมชาย,,A62-54,,,,คุณสมชาย,VP01,081-6864304,,"13.82860956,100.26262212",,,Active,OLD
311,ขายปลีก 20/5,VP01044,อู่ซ่อมรถปรีชายนต์,,S62-202,,,,คุณปรีชา,VP01,095-2505855,,"13.8083491,100.2723648",,,Active,OLD
312,ขายปลีก 20/5,VP01045,อาหารตามสั่ง ป๋าน้อง,,A62-68,,,,คุณบุญเลิศ,VP01,081-9878390,,"13.826585,100.276750",,,Inactive,OLD
313,ขายปลีก 20/5,VP01046,อาหารตามสั่ง นะโมกะโฟกัส,,S62-223,,,,คุณบัวหลง,VP01,093-4692695,,"13.830678,100.282440",,,Active,OLD
